Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",,0141439602,9780141439600,4,3.88,Penguin Books,Paperback,489,2003,1859,,2/18/2023,,,read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,0684830493,9780684830490,3,3.81,Scribner,Hardcover,96,1996,1952,,2/18/2023,,,read,,,,1,0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Ros Ballaster, Джейн Остин",0141439661,9780141439662,0,4.09,Penguin Books,Paperback,409,2003,1811,,2/18/2023,to-read,to-read (#5),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,,,0,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2/18/2023,to-read,to-read (#4),to-read,,,,0,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,0142000671,9780142000670,5,3.9,Penguin Books,Paperback,107,2002,1937,,2/18/2023,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,0140283331,9780140283334,0,3.7,Penguin Books ,Paperback,182,1999,1954,,2/18/2023,to-read,to-read (#3),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,0316769177,9780316769174,0,3.8,Back Bay Books,Paperback,277,2001,1951,,2/18/2023,to-read,to-read (#2),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,,,0,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2/18/2023,to-read,to-read (#1),to-read,,,,0,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,0452284236,9780452284234,5,4.2,Plume,Paperback,368,2022,1949,,2/18/2023,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,0060935464,9780060935467,4,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2/18/2023,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,0743273567,9780743273565,5,3.93,Scribner,Paperback,180,1925,1925,,2/18/2023,,,read,,,,1,0
